modality,contrast,roi,window,start_ms,end_ms,n_subjects,mean_difference,median_difference,std_difference,sem_difference,ci95_low,ci95_high,n_positive,n_negative,positive_pct,t_stat,p_ttest,wilcoxon_stat,p_wilcoxon,p_sign,effect_size_dz,p_fdr_ttest,p_fdr_wilcoxon
ear_full_main,face_vs_nonface,ear_full,W1,80,130,11,0.2611680556126864,0.016770199772255398,0.6229614685160562,0.18782994999241426,-0.1573431535280433,0.6796792647534161,9,2,81.81818181818181,1.3904494763653723,0.1945596666749168,5.0,0.009765625,0.0654296875,0.4192362911863707,0.5350390833560212,0.13368055555555555
ear_full_main,face_vs_nonface,ear_full,W4,320,600,11,0.6362775191353058,0.0125378590872706,1.6262438802989665,0.4903309789603011,-0.4562479854081438,1.7288030236787555,10,1,90.9090909090909,1.2976490298134338,0.22354205049395168,6.0,0.013671875,0.01171875,0.39125590376907887,0.5785794248078749,0.13368055555555555
ear_full_main,face_vs_nonface,ear_right,W1,80,130,11,0.8201330242702777,0.9517485408961248,0.8714387411445158,0.2627486665596367,0.23469251200677033,1.405573536533785,9,2,81.81818181818181,3.1213594154782527,0.01084884557571044,5.0,0.009765625,0.0654296875,0.9411252742713101,0.15831499437970747,0.13368055555555555
ear_full_main,face_vs_nonface,ear_right,W4,320,600,11,1.660517473749193,1.7174996906617375,1.9312306258884655,0.5822879427013873,0.3630990855854981,2.9579358619128877,9,2,81.81818181818181,2.8517119314640365,0.017199537034872207,6.0,0.013671875,0.0654296875,0.8598234988041729,0.15831499437970747,0.13368055555555555
ear_strict_main,face_vs_nonface,ear_strict,W1,80,130,11,0.3863634215684548,0.12182756497853658,0.7470960227246497,0.2252579263404086,-0.11554251582366581,0.8882693589605755,6,5,54.54545454545455,1.7152045561521525,0.11707270610934427,16.0,0.1474609375,1.0,0.5171536319513419,0.4120959255048918,0.405517578125
ear_strict_main,face_vs_nonface,ear_strict,W4,320,600,11,1.8054670146036196,1.668176672347005,2.1760610358908106,0.6561070888147195,0.34356931896593257,3.2673647102413064,8,3,72.72727272727273,2.7517870868690952,0.020415533862123213,11.0,0.0537109375,0.2265625,0.8296950245536282,0.1633242708969857,0.33761160714285715
scalp_main,face_vs_nonface,central_roi,W1,80,130,11,0.2092891240778627,-0.37648718405045334,1.8491227114971858,0.5575314750327965,-1.0329684166360313,1.4515466647917568,4,7,36.36363636363637,0.3753853072879003,0.7152135716236617,28.0,0.7001953125,0.548828125,0.11318292873511182,0.7966935987706611,0.8326646959459459
scalp_main,face_vs_nonface,central_roi,W4,320,600,11,1.0664126207821776,1.257765417926512,1.1728516674363736,0.35362808323901307,0.2784801493714413,1.8543450921929139,9,2,81.81818181818181,3.0156332919447513,0.01299199505376221,7.0,0.0185546875,0.0654296875,0.9092476486077297,0.15831499437970747,0.16328125
scalp_main,face_vs_nonface,face_roi,W1,80,130,11,2.080039529019221,1.8461668146234063,1.8986094294901104,0.5724522819135839,0.8045363587915788,3.3555426992468633,10,1,90.9090909090909,3.6335596777885133,0.004585443636078395,2.0,0.0029296875,0.01171875,1.0955594640535602,0.15831499437970747,0.12890625
scalp_main,face_vs_nonface,face_roi,W4,320,600,11,2.156809832224259,1.0348285379061366,4.40094749673222,1.3269355971558747,-0.799786925854042,5.11340659030256,8,3,72.72727272727273,1.6254065659607886,0.1351371369484957,16.0,0.1474609375,0.2265625,0.49007851918836287,0.45738723274875465,0.405517578125
scalp_main,face_vs_nonface,late_roi,W1,80,130,11,0.045315779528538824,-0.3847018759110946,1.8607949178795162,0.5610507776733222,-1.2047832561305334,1.295414815187611,5,6,45.45454545454545,0.08076947993274937,0.9372189176637491,28.0,0.7001953125,1.0,0.02435291449536996,0.9473618703939071,0.8326646959459459
scalp_main,face_vs_nonface,late_roi,W4,320,600,11,2.074155907360242,1.3882785301127394,1.5245608703324334,0.45967239790457753,1.049941978413166,3.0983698363073175,11,0,100.0,4.51224810716351,0.0011216842498303697,0.0,0.0009765625,0.0009765625,1.3604939938593388,0.09870821398507253,0.0859375
